0;0;0;0;land;false;unknown;0
1;212;196;235;land;true;plains;1
2;203;140;187;land;false;plains;1
3;166;201;193;land;false;plains;1
4;207;146;170;land;false;plains;1
5;242;165;247;land;true;plains;1
6;134;202;227;land;true;plains;1
7;208;110;247;land;true;plains;1
8;175;250;138;land;true;plains;1
9;164;193;227;land;true;plains;1
10;159;243;226;land;true;plains;1
11;158;131;251;land;false;plains;1
12;80;241;180;land;true;plains;1
13;99;177;229;land;true;plains;1
14;143;199;222;land;false;plains;1
15;126;210;169;land;false;plains;1
16;134;251;216;land;false;plains;1
17;229;249;151;land;true;plains;1
18;224;75;207;land;true;plains;1
19;239;191;206;land;false;plains;1
20;184;228;98;land;false;plains;1
21;187;221;238;land;false;plains;1
22;172;156;216;land;true;plains;1
23;187;248;130;land;false;plains;1
24;112;203;212;land;true;plains;1
25;236;202;97;land;true;plains;1
26;190;194;177;land;true;plains;1
27;253;99;190;land;false;plains;1
28;189;83;235;land;false;plains;1
29;243;243;46;land;false;plains;1
30;157;206;146;land;false;plains;1
31;248;166;147;land;false;plains;1
32;211;209;195;land;false;plains;1
33;221;139;165;land;true;plains;1
34;248;208;154;land;false;plains;1
35;185;244;148;land;true;plains;1
36;88;234;223;land;false;plains;1
37;210;131;204;land;true;plains;1
38;234;83;184;land;true;plains;1
39;225;248;115;land;false;plains;1
40;249;75;247;land;false;plains;1
41;180;242;147;land;true;plains;1
42;144;201;222;land;false;plains;1
43;240;246;28;land;false;plains;1
44;151;189;168;land;false;plains;1
45;229;120;223;land;false;plains;1
46;186;248;225;land;false;plains;1
47;127;208;168;land;false;plains;1
48;213;91;241;land;false;plains;1
49;102;219;252;land;false;plains;1
50;211;234;120;land;false;plains;1
51;231;206;89;land;true;plains;1
52;153;242;171;land;false;plains;1
53;235;57;213;land;true;plains;1
54;142;148;253;land;true;plains;1
55;194;227;177;land;false;plains;1
56;195;206;218;land;false;plains;1
57;83;228;234;land;false;plains;1
58;252;218;153;land;true;plains;1
59;209;232;105;land;true;plains;1
60;154;160;231;land;true;plains;1
61;38;238;226;land;true;plains;1
62;183;230;155;land;false;plains;1
63;173;229;102;land;true;plains;1
64;73;241;253;land;false;plains;1
65;153;169;221;land;false;plains;1
66;232;171;138;land;false;plains;1
67;203;113;198;land;false;plains;1
68;79;243;243;land;true;plains;1
69;228;253;230;land;false;plains;1
70;196;222;237;land;false;plains;1
71;216;230;135;land;true;plains;1
72;248;44;235;land;false;plains;1
73;182;199;160;land;false;plains;1
74;237;204;76;land;false;plains;1
75;140;179;202;land;false;plains;1
76;199;234;91;land;false;plains;1
77;203;248;210;land;false;plains;1
78;106;229;203;land;true;plains;1
79;45;247;214;land;true;plains;1
80;254;199;144;land;false;plains;1
81;229;194;226;land;false;plains;1
82;241;147;135;land;false;plains;1
83;250;170;97;land;false;plains;1
84;187;201;188;land;false;plains;1
85;223;57;227;land;false;plains;1
86;216;211;78;land;false;plains;1
87;252;207;82;land;true;plains;1
88;189;252;236;land;false;plains;1
89;242;247;123;land;true;plains;1
90;216;223;250;land;true;plains;1
91;25;234;252;land;true;plains;1
92;172;234;192;land;false;plains;1
93;120;212;234;land;true;plains;1
94;188;248;162;land;false;plains;1
95;173;108;233;land;false;plains;1
96;232;201;96;land;false;plains;1
97;224;214;248;land;false;plains;1
98;171;213;169;land;true;plains;1
99;235;194;125;land;false;plains;1
100;189;195;215;land;false;plains;1
101;193;221;109;land;false;plains;1
102;246;229;232;land;false;plains;1
103;109;252;169;land;true;plains;1
104;231;196;136;land;false;plains;1
105;249;241;107;land;true;plains;1
106;212;143;236;land;false;plains;1
107;216;192;151;land;false;plains;1
108;198;221;87;land;false;plains;1
109;214;190;177;land;false;plains;1
110;239;194;95;land;false;plains;1
111;194;177;219;land;false;plains;1
112;220;105;195;land;false;plains;1
113;168;179;225;land;false;plains;1
114;143;216;161;land;false;plains;1
115;234;68;214;land;false;plains;1
116;130;174;204;land;false;plains;1
117;137;243;189;land;true;plains;1
118;219;208;85;land;false;plains;1
119;222;237;175;land;false;plains;1
120;230;144;165;land;false;plains;1
121;199;159;204;land;true;plains;1
122;182;102;235;land;true;plains;1
123;246;128;219;land;false;plains;1
124;246;210;122;land;true;plains;1
125;145;245;184;land;true;plains;1
126;126;206;170;land;false;plains;1
127;200;199;165;land;false;plains;1
128;149;198;195;land;false;plains;1
129;93;247;234;land;true;plains;1
130;169;165;232;land;false;plains;1
131;226;151;202;land;true;plains;1
132;121;162;241;land;false;plains;1
133;125;231;184;land;true;plains;1
134;160;238;122;land;false;plains;1
135;233;126;203;land;false;plains;1
136;104;223;182;land;false;plains;1
137;247;162;124;land;true;plains;1
138;224;218;170;land;true;plains;1
139;160;146;240;land;false;plains;1
140;165;173;181;land;false;plains;1
141;152;200;237;land;false;plains;1
142;169;183;157;land;false;plains;1
143;158;248;215;land;true;plains;1
144;246;172;152;land;false;plains;1
145;118;213;185;land;false;plains;1
146;248;109;188;land;false;plains;1
147;227;225;188;land;false;plains;1
148;218;217;224;land;false;plains;1
149;74;247;221;land;false;plains;1
150;151;228;177;land;false;plains;1
151;236;238;186;land;false;plains;1
152;108;212;221;land;false;plains;1
153;45;245;254;land;false;plains;1
154;236;198;91;land;false;plains;1
155;200;195;206;land;false;plains;1
156;243;148;217;land;true;plains;1
157;205;252;129;land;false;plains;1
158;164;226;141;land;false;plains;1
159;130;136;245;land;false;plains;1
160;181;165;220;land;false;plains;1
161;191;194;180;land;false;plains;1
162;202;191;139;land;false;plains;1
163;242;63;250;land;false;plains;1
164;137;213;172;land;true;plains;1
165;198;222;237;land;false;plains;1
166;210;87;211;land;false;plains;1
167;231;92;240;land;false;plains;1
168;156;139;209;land;false;plains;1
169;245;143;226;land;true;plains;1
170;206;106;203;land;false;plains;1
171;243;126;149;land;false;plains;1
172;169;210;140;land;true;plains;1
173;212;238;239;land;false;plains;1
174;220;124;217;land;false;plains;1
175;225;208;242;land;false;plains;1
176;126;247;166;land;false;plains;1
177;207;229;119;land;false;plains;1
178;167;162;173;land;true;plains;1
179;226;229;137;land;true;plains;1
180;210;229;138;land;false;plains;1
181;112;155;253;land;true;plains;1
182;199;245;216;land;true;plains;1
183;242;56;204;land;false;plains;1
184;138;170;222;land;false;plains;1
185;190;146;186;land;false;plains;1
186;233;155;249;land;true;plains;1
187;169;138;232;land;false;plains;1
188;189;218;100;land;false;plains;1
189;214;198;195;land;false;plains;1
190;244;42;249;land;true;plains;1
191;168;240;162;land;true;plains;1
192;209;161;185;land;false;plains;1
193;210;246;232;land;false;plains;1
194;182;83;240;land;false;plains;1
195;210;195;121;land;false;plains;1
196;161;201;253;land;false;plains;1
197;118;205;236;land;true;plains;1
198;130;178;215;land;false;plains;1
199;212;133;159;land;true;plains;1
200;233;176;135;land;false;plains;1
201;216;210;195;land;true;plains;1
202;244;171;129;land;true;plains;1
203;251;173;177;land;true;plains;1
204;242;107;251;land;false;plains;1
205;228;117;209;land;false;plains;1
206;231;124;157;land;true;plains;1
207;99;229;208;land;false;plains;1
208;62;226;239;land;true;plains;1
209;184;122;221;land;true;plains;1
210;194;236;129;land;false;plains;1
211;233;197;112;land;true;plains;1
212;75;229;227;land;true;plains;1
213;169;236;155;land;true;plains;1
214;219;248;144;land;true;plains;1
215;245;188;132;land;false;plains;1
216;252;191;201;land;true;plains;1
217;150;217;249;land;false;plains;1
218;139;224;170;land;false;plains;1
219;115;212;194;land;true;plains;1
220;127;231;146;land;false;plains;1
221;241;204;156;land;false;plains;1
222;98;216;241;land;false;plains;1
223;241;222;235;land;true;plains;1
224;152;249;226;land;false;plains;1
225;244;249;165;land;false;plains;1
226;211;201;171;land;false;plains;1
227;157;221;222;land;false;plains;1
228;154;181;254;land;false;plains;1
229;205;181;238;land;false;plains;1
230;119;229;189;land;true;plains;1
231;212;64;229;land;false;plains;1
232;186;155;236;land;false;plains;1
233;248;249;96;land;false;plains;1
